Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
73723.45535,6.5290827,9.152072899,6.5,24723.27865,1453327.916,"Unit 5439 Box 2269
DPO AE 18066-3647"
79996.61103,6.11384862,6.744617688,3.2,28067.63161,1291506.386,"988 Moore Underpass Suite 690
New Elizabethburgh, AZ 76937-4021"
61538.90779,7.23397367,7.380798426,6.29,51154.13258,1625508.013,"4078 Christine Passage Apt. 095
South Ethanland, WA 16373"
47065.0533,5.76757471,7.266027597,5.49,24125.87581,566896.2123,"006 Miller Orchard Suite 211
Port Louis, WY 09440"
82381.54875,4.695568136,8.045728241,4.14,36655.12894,1468513.244,"06207 Dean Parkways Suite 455
Lake Haileyfort, MI 73004"
80857.44245,4.801958518,8.837002372,3.12,44385.31241,1573105.981,"7652 Nicole Extension Suite 206
Lake Angela, KY 89831-0175"
60893.76408,4.128879951,7.522948688,5.18,49076.75735,968360.5234,"2220 Sullivan Shoal Apt. 664
New Gabriel, UT 12666-0446"
66356.05996,7.48094133,6.725864179,3.19,38022.8382,1309985.887,"8220 Cindy Land
Brownland, MA 40384"
78438.36946,7.475217032,4.994689786,4.26,35220.38316,1361219.3,"653 Amy Ports Suite 817
Lake Calebstad, TX 33969-7942"
61215.57661,7.488368606,8.791775366,6.14,36495.17095,1465120.47,"4542 Sanchez Stream
New Steven, IN 42368-9011"
64907.98025,6.766015619,7.80646322,5.4,46677.2744,1571464.965,"4037 Wolfe Mount
Alexanderburgh, TN 66040-2962"
80008.66783,4.847002321,8.672978876,5.41,45889.89049,1629098.182,"40592 Joanne Meadow
Lake Ericshire, MS 82383-5094"
71356.30273,5.156588693,7.175189117,5.18,36998.47979,1182335.68,"20215 Chase Groves
New Frank, IA 76417-4251"
72432.70034,5.877126915,5.761669848,3.2,35039.46939,1010813.709,"553 Debra Corner Apt. 716
North Douglasland, OR 61608-7223"
67284.47485,5.435725734,6.449025947,3.3,24942.88585,924728.5374,"62937 Katherine Roads Suite 190
New Richardmouth, ID 32823"
62653.09246,6.543983828,7.884325909,3.28,41467.86766,1382110.278,"882 Carrie Drives Suite 866
Heidihaven, VT 22098"
63968.60858,6.42853384,8.599781516,3.32,27404.50027,1366727.663,"9111 Amy Landing
Port Andrewbury, PA 60420"
74233.94584,6.495344396,6.618398933,4.02,32875.76905,1297849.764,"495 Weaver Skyway
Jenniferport, OR 77808-5741"
59729.2526,7.560599416,7.270138268,6.47,31202.18742,1196687.687,"43128 Kevin Lane Suite 880
Lake Brookeborough, MI 16269-0938"
81132.00429,5.646510162,6.896793461,4.12,32311.85324,1281113.315,"57811 Crystal Road Apt. 465
New Courtney, MS 95601"
68500.81624,5.84297074,7.031799423,5.36,51746.72764,1530729.578,"03124 Jessica Prairie
Lake Edward, DC 65069-7385"
55050.30809,7.20944363,7.153039164,6.2,29423.82757,1208664.863,"06369 Amanda Way
Lake Thomaschester, MP 71633-2350"
76840.45801,5.533214496,7.447127443,5.2,29860.07831,1417275.667,"71104 Cross Path
Sandramouth, NY 69229"
63428.91645,5.328192738,7.311134732,6.13,42996.60608,1195601.962,"605 Collins Islands
North Elizabeth, TN 76959"
90592.46961,7.70013211,9.708803015,5.19,37223.87617,2469065.594,"USNS Vargas
FPO AE 56319-6904"
56685.01444,6.958044864,7.502115314,3.38,43322.16685,1223100.542,"8584 Darrell Groves
Bennettberg, SD 72404-6826"
69230.74974,6.472118818,5.042575354,2.27,43072.19661,1220276.551,"7200 Tammy Place Apt. 727
Morenoland, DE 51392"
68916.65376,7.002128568,6.285246737,3.09,42744.82854,1311765.141,"93435 Grace Oval
Pamelaland, NE 21006-4512"
60509.04459,7.126074829,8.527952465,6.29,28410.30375,1198313.598,"PSC 4610, Box 2354
APO AP 02895-8370"
85719.31562,4.537668422,6.029203977,3.19,32058.35624,1187609.122,"812 Munoz Fords Apt. 233
New Kelly, IA 54531"
62134.02206,7.445436394,6.808878929,2.2,32157.13169,1399662.584,"7892 Ross Garden
South Keith, NC 32349"
73435.17519,6.372610689,8.869466561,4.23,36239.55617,1597776.771,"606 Mejia Land Apt. 238
Brittanyside, NY 78170-7389"
55612.76294,7.691464822,7.186177831,4.22,42258.53738,1355022.283,"31143 Wendy Overpass Suite 905
Robinsonmouth, NY 94261-0324"
70879.9083,6.739317782,7.626799142,5.47,22431.60626,1137059.188,"2430 Samuel Stravenue
Port Williamtown, NM 37798-8316"
67461.44623,4.891102691,8.002542521,3.04,34573.11218,1053815.097,"09328 Jacqueline Roads
Andersonport, VT 62322"
84439.85575,4.313977841,7.698764603,4.48,19835.24732,1242421.532,"125 Jesse Spring
New Benjaminberg, NY 16741"
67802.30909,6.006171337,7.794364246,3.11,36129.69101,1222041.016,"359 Davidson Ports Apt. 177
Andreaport, MD 43672"
62685.27075,6.057649472,6.766129639,2.17,42018.93857,1025461.134,"7708 Hays Spurs Suite 994
Port Jasonport, TX 65571-9046"
71392.47389,3.997533151,7.839552495,4.26,36009.70034,859427.9793,"67217 Andrew Bypass
East Jonathan, KS 49221-7797"
59050.53429,6.053873157,7.267597143,5.01,37741.35882,1279803.95,"329 Lee Mountains Apt. 592
West James, NJ 36320-9547"
87895.86521,8.057346518,5.637279177,4.13,23876.13221,1671669.452,"76805 Soto Avenue
Masonburgh, PW 85098-2368"
70276.40492,7.073681923,7.13254045,3.08,26630.48373,1525601.791,"PSC 4275, Box 9478
APO AP 64444-8885"
72640.26405,4.441899293,7.906105021,4.27,31470.61746,998773.9973,"6484 Kayla Mall
West Isaacburgh, MO 37193-8366"
62894.12724,6.775334135,6.641306834,4.22,20317.21375,1012321.574,"0551 Crystal Trafficway Apt. 141
Richardhaven, MT 91357"
50846.00806,5.272233698,7.937358365,3.12,45357.00431,1252419.196,"9627 Maria Forks Suite 794
Davisberg, NE 50806-5808"
78688.29319,6.359688876,7.349121497,6.39,47812.01849,1869313.107,"72754 Nguyen Extension Apt. 174
Woodland, PR 57096"
76397.04314,7.616643686,6.764442872,3.23,45281.18657,1800685.922,"0155 Julie Club
Andrewberg, KS 37344"
62162.62813,6.223896597,7.289358525,6.43,47747.3639,1393100.423,"71010 Parker Mountain Apt. 263
Carterburgh, GU 54230-0036"
75090.75512,6.062755515,6.368791728,4.29,39456.87209,1166558.374,"9282 Campbell Glen
East Patricia, MO 95742"
61801.46537,5.064611431,7.481091173,5.49,36326.69694,988175.0074,"8863 Christine Extensions
Port Suechester, MN 59441"
77429.83343,6.961396906,7.199332031,4.41,30108.24133,1540480.613,"76135 Shannon View Apt. 267
New Michaelland, PA 52372"
74388.60126,4.273992745,5.57526046,3.05,33763.08394,866142.1839,"52319 Derek Ports
Buckleyton, AL 80725"
62566.56264,4.937434807,6.346327564,2.41,29365.60761,557362.2043,"260 Samantha Mountains
Charlesbury, NH 59219"
68894.84507,5.930501633,6.974340367,4.47,28851.6014,1033290.975,"52228 Debbie Lane
New Davidtown, VT 50549"
68738.36521,4.186458038,5.987896444,3.44,47445.35917,1084945.4,"71654 Brown Summit Suite 194
Bonillaberg, VT 79693-8592"
74277.7199,6.987280238,3.236194023,3.42,50233.79031,1365081.178,"9835 Kimberly Street Suite 318
Murphyview, ND 81320-7591"
81280.91056,5.875971757,5.227988168,4.12,34933.19629,1239459.815,"9117 Abigail Island
West Thomas, ID 72774-3622"
86305.36514,8.064452551,7.203915755,4.17,37854.37345,2056692.768,"272 King Mountain Suite 538
New Jennifer, NC 65688"
